vacc_on,immune_escape,matched_vacc,matched_vacc_level,vfr2,name,rt,max_t,income_group,target_pop,hs_constraints,dt,seeding_cases,age_groups_covered,age_groups_covered_d3,age_groups_covered_d4,age_groups_covered_d5,max_coverage,vacc_period,vacc_start,vaccine_doses,vfr,vfr_time1,vfr_time2,vfr2_time1,vfr2_time2,vaccine,mu_ab_d1,k,hl_l,hl_s,period_s,period_l,ab_50,ab_50_severe,std10,max_ab,mu_ab_infection,std10_infection,mu_ab_inf_scal_vfr,hosp_scal,b1,repetition,ICU_scal,mu_ab_d2,scenario_name,index
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,1,1,0.21730769230769229,undefined,1
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,2,1,0.21730769230769229,undefined,2
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,3,1,0.21730769230769229,undefined,3
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,4,1,0.21730769230769229,undefined,4
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,5,1,0.21730769230769229,undefined,5
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,6,1,0.21730769230769229,undefined,6
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,7,1,0.21730769230769229,undefined,7
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,8,1,0.21730769230769229,undefined,8
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,9,1,0.21730769230769229,undefined,9
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,10,1,0.21730769230769229,undefined,10
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,11,1,0.21730769230769229,undefined,11
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,12,1,0.21730769230769229,undefined,12
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,13,1,0.21730769230769229,undefined,13
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,14,1,0.21730769230769229,undefined,14
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,15,1,0.21730769230769229,undefined,15
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,16,1,0.21730769230769229,undefined,16
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,17,1,0.21730769230769229,undefined,17
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,18,1,0.21730769230769229,undefined,18
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,19,1,0.21730769230769229,undefined,19
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,20,1,0.21730769230769229,undefined,20
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,1,1,0.3259615384615384,undefined,21
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,2,1,0.3259615384615384,undefined,22
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,3,1,0.3259615384615384,undefined,23
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,4,1,0.3259615384615384,undefined,24
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,5,1,0.3259615384615384,undefined,25
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,6,1,0.3259615384615384,undefined,26
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,7,1,0.3259615384615384,undefined,27
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,8,1,0.3259615384615384,undefined,28
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,9,1,0.3259615384615384,undefined,29
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,10,1,0.3259615384615384,undefined,30
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,11,1,0.3259615384615384,undefined,31
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,12,1,0.3259615384615384,undefined,32
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,13,1,0.3259615384615384,undefined,33
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,14,1,0.3259615384615384,undefined,34
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,15,1,0.3259615384615384,undefined,35
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,16,1,0.3259615384615384,undefined,36
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,17,1,0.3259615384615384,undefined,37
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,18,1,0.3259615384615384,undefined,38
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,19,1,0.3259615384615384,undefined,39
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,20,1,0.3259615384615384,undefined,40
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,1,1,0.43461538461538457,undefined,41
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,2,1,0.43461538461538457,undefined,42
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,3,1,0.43461538461538457,undefined,43
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,4,1,0.43461538461538457,undefined,44
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,5,1,0.43461538461538457,undefined,45
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,6,1,0.43461538461538457,undefined,46
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,7,1,0.43461538461538457,undefined,47
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,8,1,0.43461538461538457,undefined,48
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,9,1,0.43461538461538457,undefined,49
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,10,1,0.43461538461538457,undefined,50
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,11,1,0.43461538461538457,undefined,51
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,12,1,0.43461538461538457,undefined,52
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,13,1,0.43461538461538457,undefined,53
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,14,1,0.43461538461538457,undefined,54
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,15,1,0.43461538461538457,undefined,55
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,16,1,0.43461538461538457,undefined,56
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,17,1,0.43461538461538457,undefined,57
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,18,1,0.43461538461538457,undefined,58
