vacc_on,immune_escape,matched_vacc,matched_vacc_level,vfr2,name,rt,max_t,income_group,target_pop,hs_constraints,dt,seeding_cases,age_groups_covered,age_groups_covered_d3,age_groups_covered_d4,age_groups_covered_d5,max_coverage,vacc_period,vacc_start,vaccine_doses,vfr,vfr_time1,vfr_time2,vfr2_time1,vfr2_time2,vaccine,mu_ab_d1,k,hl_l,hl_s,period_s,period_l,ab_50,ab_50_severe,std10,max_ab,mu_ab_infection,std10_infection,mu_ab_inf_scal_vfr,hosp_scal,b1,repetition,ICU_scal,mu_ab_d2,scenario_name,index
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,19,1,0.43461538461538457,undefined,59
0,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,5475,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,20,1,0.43461538461538457,undefined,60
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,1,1,0.21730769230769229,undefined,61
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,2,1,0.21730769230769229,undefined,62
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,3,1,0.21730769230769229,undefined,63
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,4,1,0.21730769230769229,undefined,64
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,5,1,0.21730769230769229,undefined,65
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,6,1,0.21730769230769229,undefined,66
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,7,1,0.21730769230769229,undefined,67
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,8,1,0.21730769230769229,undefined,68
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,9,1,0.21730769230769229,undefined,69
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,10,1,0.21730769230769229,undefined,70
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,11,1,0.21730769230769229,undefined,71
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,12,1,0.21730769230769229,undefined,72
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,13,1,0.21730769230769229,undefined,73
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,14,1,0.21730769230769229,undefined,74
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,15,1,0.21730769230769229,undefined,75
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,16,1,0.21730769230769229,undefined,76
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,17,1,0.21730769230769229,undefined,77
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,18,1,0.21730769230769229,undefined,78
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,19,1,0.21730769230769229,undefined,79
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.21730769230769229,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,20,1,0.21730769230769229,undefined,80
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,1,1,0.3259615384615384,undefined,81
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,2,1,0.3259615384615384,undefined,82
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,3,1,0.3259615384615384,undefined,83
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,4,1,0.3259615384615384,undefined,84
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,5,1,0.3259615384615384,undefined,85
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,6,1,0.3259615384615384,undefined,86
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,7,1,0.3259615384615384,undefined,87
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,8,1,0.3259615384615384,undefined,88
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,9,1,0.3259615384615384,undefined,89
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,10,1,0.3259615384615384,undefined,90
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,11,1,0.3259615384615384,undefined,91
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,12,1,0.3259615384615384,undefined,92
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,13,1,0.3259615384615384,undefined,93
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,14,1,0.3259615384615384,undefined,94
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,15,1,0.3259615384615384,undefined,95
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,16,1,0.3259615384615384,undefined,96
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,17,1,0.3259615384615384,undefined,97
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,18,1,0.3259615384615384,undefined,98
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,19,1,0.3259615384615384,undefined,99
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.3259615384615384,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,20,1,0.3259615384615384,undefined,100
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,1,1,0.43461538461538457,undefined,101
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,2,1,0.43461538461538457,undefined,102
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,3,1,0.43461538461538457,undefined,103
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,4,1,0.43461538461538457,undefined,104
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,5,1,0.43461538461538457,undefined,105
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,6,1,0.43461538461538457,undefined,106
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,7,1,0.43461538461538457,undefined,107
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,8,1,0.43461538461538457,undefined,108
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,9,1,0.43461538461538457,undefined,109
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,10,1,0.43461538461538457,undefined,110
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,11,1,0.43461538461538457,undefined,111
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,12,1,0.43461538461538457,undefined,112
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,13,1,0.43461538461538457,undefined,113
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,14,1,0.43461538461538457,undefined,114
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,15,1,0.43461538461538457,undefined,115
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,16,1,0.43461538461538457,undefined,116
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,17,1,0.43461538461538457,undefined,117
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,18,1,0.43461538461538457,undefined,118
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,19,1,0.43461538461538457,undefined,119
1,0,0,1,1,scenario1,3,5475,HIC,1000000,Absent,0.25,10,14,14,14,14,0.8,30,3830,1,1,1,30,1095,1185,vaccine,0.43461538461538457,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,0.04,20,1,0.43461538461538457,undefined,120
